x,y
121.029166666667,23.8958333333333
121.0375,24.3375
120.695833333333,24.3958333333333
120.745833333333,23.7708333333333
121.8125,24.6625
121.179166666667,23.2958333333333
121.595833333333,24.8208333333333
121.329166666667,23.5208333333333
121.370833333333,23.9291666666667
120.3125,23.5541666666667
121.420833333333,23.8541666666667
120.9375,22.9375
120.870833333333,22.9625
121.3375,23.8875
121.745833333333,24.6708333333333
120.395833333333,23.6541666666667
120.6125,23.4791666666667
121.404166666667,24.4208333333333
121.170833333333,22.9875
121.245833333333,24.6625
121.3875,23.6208333333333
120.4625,22.5375
121.6125,24.5125
121.1375,24.1625
121.170833333333,24.2041666666667
121.554166666667,24.5708333333333
121.445833333333,24.3958333333333
120.754166666667,24.1291666666667
121.0375,24.0458333333333
121.379166666667,23.4458333333333
120.345833333333,23.5625
121.370833333333,23.6625
119.5625,25.4875
121.0125,23.9708333333333
120.329166666667,22.7708333333333
120.279166666667,23.5458333333333
120.620833333333,23.9625
121.554166666667,24.8625
120.979166666667,24.6875
121.095833333333,23.2375
121.3375,24.4791666666667
121.095833333333,24.7041666666667
120.8125,23.4625
121.2875,24.4958333333333
120.7625,24.0125
120.820833333333,23.5541666666667
120.9875,23.7708333333333
120.6125,23.4458333333333
120.804166666667,23.0291666666667
121.279166666667,23.7458333333333
121.3375,24.0541666666667
121.0625,22.7958333333333
120.795833333333,24.1791666666667
121.4625,25.0375
120.9125,23.0625
121.9625,25.0041666666667
120.570833333333,23.1791666666667
121.4625,23.6458333333333
121.295833333333,23.6458333333333
120.5125,23.6375
121.320833333333,23.9208333333333
120.2625,22.9791666666667
121.295833333333,23.9041666666667
120.7375,23.3458333333333
120.854166666667,24.0875
121.279166666667,23.7291666666667
121.2375,24.0208333333333
121.170833333333,22.9041666666667
121.2125,23.5541666666667
121.1125,24.7791666666667
121.354166666667,23.9708333333333
121.204166666667,23.5625
120.645833333333,24.1125
120.5875,24.1291666666667
120.7125,22.6458333333333
120.7875,23.4625
120.820833333333,22.2375
120.504166666667,23.9291666666667
121.054166666667,23.3958333333333
120.6125,22.6291666666667
121.395833333333,23.9375
121.445833333333,23.4541666666667
121.5875,25.0208333333333
120.8375,23.2291666666667
121.3625,24.3208333333333
120.870833333333,24.3458333333333
120.545833333333,23.9708333333333
121.254166666667,22.9875
121.1125,24.1791666666667
121.070833333333,24.1125
120.995833333333,23.0791666666667
120.7875,23.9125
